# Species	Genes	Alg.-Conn.	Arkhipov1_protein.faa	Arkhipov2_protein.faa	Arkhipov3_protein.faa	Arkhipov4_protein.faa	Arkhipov5_protein.faa
2	2	1	*	XP_013432572.1	XP_013248283.1	*	*
2	2	1	*	XP_013440248.1	XP_013248269.1	*	*
2	2	1	*	XP_013437114.1	XP_013248462.1	*	*
2	2	1	*	XP_013434720.1	XP_013248249.1	*	*
2	2	1	*	XP_013436514.1	XP_013248240.1	*	*
2	2	1	*	XP_013439623.1	XP_013248239.1	*	*
2	2	1	*	XP_013436919.1	XP_013248227.1	*	*
2	2	1	*	XP_013435992.1	XP_013248224.1	*	*
2	2	1	*	XP_013436124.1	XP_013248223.1	*	*
2	2	1	*	XP_013434406.1	XP_013248209.1	*	*
2	2	1	*	XP_013434598.1	XP_013248200.1	*	*
2	2	1	*	XP_013433030.1	XP_013248678.1	*	*
2	2	1	*	XP_013436730.1	XP_013248824.1	*	*
2	2	1	*	XP_013436703.1	XP_013248756.1	*	*
2	2	1	*	XP_013433223.1	XP_013248700.1	*	*
2	2	1	*	XP_013436757.1	XP_013248697.1	*	*
2	2	1	*	XP_013433829.1	XP_013248694.1	*	*
2	2	1	*	XP_013438076.1	XP_013248693.1	*	*
2	2	1	*	XP_013435389.1	XP_013248689.1	*	*
2	2	1	*	XP_013433234.1	XP_013248688.1	*	*
2	2	1	*	XP_013438877.1	XP_013248124.1	*	*
2	2	1	*	XP_013439644.1	XP_013248655.1	*	*
2	2	1	*	XP_013435424.1	XP_013248641.1	*	*
2	2	1	*	XP_013436963.1	XP_013248640.1	*	*
2	2	1	*	XP_013440981.1	XP_013248633.1	*	*
2	2	1	*	XP_013440688.1	XP_013248570.1	*	*
2	2	1	*	XP_013438026.1	XP_013248541.1	*	*
2	2	1	*	XP_013438400.1	XP_013248495.1	*	*
2	2	1	*	XP_013434136.1	XP_013248488.1	*	*
2	2	1	*	XP_013432481.1	XP_013247591.1	*	*
2	2	1	*	XP_013435895.1	XP_013247817.1	*	*
2	2	1	*	XP_013438147.1	XP_013247749.1	*	*
2	2	1	*	XP_013435238.1	XP_013247746.1	*	*
2	2	1	*	XP_013433261.1	XP_013247687.1	*	*
2	2	1	*	XP_013435747.1	XP_013247667.1	*	*
2	2	1	*	XP_013439988.1	XP_013247655.1	*	*
2	2	1	*	XP_013439651.1	XP_013247621.1	*	*
2	2	1	*	XP_013436051.1	XP_013247617.1	*	*
2	2	1	*	XP_013437606.1	XP_013247825.1	*	*
2	2	1	*	XP_013433908.1	XP_013247585.1	*	*
2	2	1	*	XP_013435272.1	XP_013247578.1	*	*
2	2	1	*	XP_013435276.1	XP_013247576.1	*	*
2	2	1	*	XP_013435374.1	XP_013247549.1	*	*
2	2	1	*	XP_013438603.1	XP_013247542.1	*	*
2	2	1	*	XP_013433347.1	XP_013247524.1	*	*
2	2	1	*	XP_013440622.1	XP_013247517.1	*	*
2	2	1	*	XP_013438591.1	XP_013247507.1	*	*
2	2	1	*	XP_013432596.1	XP_013248019.1	*	*
2	2	1	*	XP_013438983.1	XP_013248108.1	*	*
2	2	1	*	XP_013439368.1	XP_013248097.1	*	*
2	2	1	*	XP_013439313.1	XP_013248049.1	*	*
2	2	1	*	XP_013435545.1	XP_013248045.1	*	*
2	2	1	*	XP_013440443.1	XP_013248044.1	*	*
2	2	1	*	XP_013440860.1	XP_013248038.1	*	*
2	2	1	*	XP_013432755.1	XP_013248026.1	*	*
2	2	1	*	XP_013432758.1	XP_013248024.1	*	*
2	2	1	*	XP_013435370.1	*	XP_013335039.1	*
2	2	1	*	XP_013432595.1	XP_013248018.1	*	*
2	2	1	*	XP_013439441.1	XP_013247998.1	*	*
2	2	1	*	XP_013439836.1	XP_013247990.1	*	*
2	2	1	*	XP_013439834.1	XP_013247989.1	*	*
2	2	1	*	XP_013440634.1	XP_013247974.1	*	*
2	2	1	*	XP_013434860.1	XP_013247901.1	*	*
2	2	1	*	XP_013432962.1	XP_013247826.1	*	*
2	2	1	CDI84615.1	*	*	*	XP_013355336.1
5	5	0.58	CDI84298.1	XP_013435006.1	XP_013248806.1	XP_013337799.1	XP_013357060.1
3	3	0.611	CDI84301.1	*	XP_013248804.1	*	XP_013357058.1
3	3	0.462	CDI84378.1	XP_013438987.1	*	*	XP_013354525.1
5	5	0.777	CDI84395.1	XP_013437842.1	XP_013249902.1	XP_013332803.1	XP_013350037.1
5	5	0.79	CDI84396.1	XP_013437843.1	XP_013249903.1	XP_013332804.1	XP_013350038.1
5	5	0.726	CDI84399.1	XP_013437845.1	XP_013249906.1	XP_013332806.1	XP_013353060.1
5	5	0.795	CDI84400.1	XP_013437846.1	XP_013249907.1	XP_013332807.1	XP_013353061.1
5	5	0.808	CDI84401.1	XP_013437847.1	XP_013249908.1	XP_013332808.1	XP_013353062.1
4	4	0.508	CDI84402.1	XP_013434838.1	*	XP_013334918.1	XP_013355792.1
5	5	0.446	CDI84405.1	XP_013435568.1	XP_013246635.1	XP_013334919.1	XP_013355793.1
4	4	0.747	CDI84406.1	XP_013435569.1	*	XP_013334920.1	XP_013355794.1
5	5	0.699	CDI84407.1	XP_013435570.1	XP_013246638.1	XP_013334921.1	XP_013355795.1
5	5	0.799	CDI84559.1	XP_013440774.1	XP_013249232.1	XP_013333481.1	XP_013353698.1
2	2	1	CDI84571.1	*	*	*	XP_013350356.1
2	2	1	CDI84598.1	*	*	*	XP_013356999.1
5	5	0.611	CDI84297.1	XP_013435005.1	XP_013248807.1	XP_013337800.1	XP_013357061.1
5	5	0.51	CDI84666.1	XP_013438012.1	XP_013251429.1	XP_013338321.1	XP_013353202.1
5	5	0.676	CDI84667.1	XP_013435295.1	XP_013251427.1	XP_013338322.1	XP_013353204.1
5	5	0.722	CDI84678.1	XP_013436025.1	XP_013252791.1	XP_013337459.1	XP_013357603.1
4	4	0.552	CDI84709.1	*	XP_013251623.1	XP_013334326.1	XP_013349957.1
5	5	0.577	CDI84715.1	XP_013432750.1	XP_013246525.1	XP_013336291.1	XP_013350687.1
5	5	0.845	CDI84718.1	XP_013437729.1	XP_013248201.1	XP_013333161.1	XP_013351680.1
5	5	0.806	CDI84720.1	XP_013437727.1	XP_013249573.1	XP_013333163.1	XP_013349884.1
2	2	1	CDI84739.1	*	*	*	XP_013353077.1
4	4	0.72	CDI84766.1	*	XP_013248261.1	XP_013332631.1	XP_013350554.1
4	4	0.392	CDI84768.1	*	XP_013249025.1	XP_013336956.1	XP_013351244.1
4	4	0.887	CDI84788.1	*	XP_013251887.1	XP_013334887.1	XP_013350796.1
4	4	0.693	CDI84794.1	XP_013439062.1	XP_013247722.1	*	XP_013350027.1
5	5	0.724	CDI84801.1	XP_013433833.1	XP_013247275.1	XP_013335332.1	XP_013350113.1
5	5	0.693	CDI84818.1	XP_013439407.1	XP_013251772.1	XP_013334705.1	XP_013352853.1
5	5	0.653	CDI83755.1	XP_013433069.1	XP_013251266.1	XP_013337702.1	XP_037878442.1
5	5	0.734	CDI83088.1	XP_013433841.1	XP_013251527.1	XP_013335975.1	XP_013353863.1
5	5	0.709	CDI83089.1	XP_013433842.1	XP_013251526.1	XP_013335974.1	XP_013353864.1
5	5	0.421	CDI83091.1	XP_013439809.1	XP_013251525.1	XP_013332710.1	XP_013353865.1
4	4	0.465	CDI83138.1	XP_013433581.1	XP_013252896.1	*	XP_013357645.1
5	5	0.577	CDI83139.1	XP_013433580.1	XP_013249085.1	XP_013334962.1	XP_013349836.1
2	2	1	CDI83153.1	*	*	*	XP_013353002.1
4	4	0.914	CDI83157.1	*	XP_013246934.1	XP_013335736.1	XP_013355965.1
5	5	0.597	CDI83180.1	XP_013433558.1	XP_013251324.1	XP_013335126.1	XP_013353227.1
5	5	0.497	CDI83181.1	XP_013433557.1	XP_013251322.1	XP_013337548.1	XP_013354384.1
4	4	0.507	CDI83221.1	XP_013434488.1	*	XP_013335783.1	XP_013352561.1
2	2	1	CDI83326.1	*	*	*	XP_013354934.1
3	3	0.592	CDI83409.1	*	XP_013247564.1	*	XP_013353548.1
5	5	0.765	CDI83470.1	XP_013436672.1	XP_013248159.1	XP_013335478.1	XP_037878437.1
4	4	0.6	CDI83499.1	*	XP_013248732.1	XP_013332851.1	XP_013351925.1
4	4	0.876	CDI83591.1	XP_013434085.1	XP_013252645.1	*	XP_013356261.1
2	2	1	CDI84823.1	*	*	*	XP_013350555.1
5	5	0.61	CDI83756.1	XP_013433068.1	XP_013251265.1	XP_013337703.1	XP_037878443.1
4	4	0.835	CDI83759.1	*	XP_013251262.1	XP_013337706.1	XP_037878446.1
5	5	0.491	CDI83763.1	XP_013433064.1	XP_013251261.1	XP_013337707.1	XP_037878447.1
5	5	0.803	CDI83765.1	XP_013433063.1	XP_013251260.1	XP_013337708.1	XP_037878448.1
5	5	0.77	CDI83783.1	XP_013434190.1	XP_013246697.1	XP_013334641.1	XP_013351885.1
5	5	0.601	CDI83784.1	XP_013434189.1	XP_013246698.1	XP_013334640.1	XP_013351886.1
4	4	0.773	CDI84058.1	XP_013434017.1	XP_013252392.1	*	XP_037878911.1
2	2	1	CDI84169.1	*	*	*	XP_013354701.1
2	2	1	CDI84192.1	*	*	*	XP_013357342.1
5	5	0.824	CDI84241.1	XP_013437510.1	XP_013248511.1	XP_013332731.1	XP_037878894.1
3	3	0.908	CDI84242.1	XP_013438413.1	*	*	XP_037878893.1
5	5	0.752	CDI84243.1	XP_013438412.1	XP_013248510.1	XP_013332730.1	XP_037878892.1
5	5	0.478	CDI84292.1	XP_013435001.1	XP_013248811.1	XP_013338296.1	XP_013357064.1
4	4	0.57	CDI84294.1	XP_013435002.1	XP_013248810.1	*	XP_013357063.1
5	5	0.487	CDI85126.1	XP_013436467.1	XP_013252982.1	XP_013333921.1	XP_013353014.1
5	5	0.819	CDI84980.1	XP_013438714.1	XP_013251540.1	XP_013335432.1	XP_013350001.1
5	5	0.678	CDI84981.1	XP_013438806.1	XP_013251539.1	XP_013335434.1	XP_013350000.1
5	5	0.744	CDI84983.1	XP_013438804.1	XP_013251537.1	XP_013335436.1	XP_013350328.1
5	5	0.522	CDI84984.1	XP_013438803.1	XP_013251536.1	XP_013335437.1	XP_013350327.1
5	5	0.481	CDI85017.1	XP_013435889.1	XP_013251235.1	XP_013334162.1	XP_013356789.1
2	2	1	CDI85056.1	*	*	*	XP_013350224.1
2	2	1	CDI85062.1	*	*	*	XP_013350163.1
4	4	0.854	CDI85065.1	*	XP_013252604.1	XP_013334826.1	XP_013357477.1
5	5	0.797	CDI85066.1	XP_013437697.1	XP_013252603.1	XP_013334825.1	XP_013357478.1
5	5	0.405	CDI85067.1	XP_013437698.1	XP_013252602.1	XP_013334824.1	XP_013354342.1
5	5	0.601	CDI85068.1	XP_013437699.1	XP_013252601.1	XP_013334823.1	XP_013354341.1
5	5	0.445	CDI85071.1	XP_013437702.1	XP_013252599.1	XP_013334821.1	XP_013357487.1
5	5	0.502	CDI85073.1	XP_013433200.1	XP_013248818.1	XP_013334819.1	XP_013355636.1
5	5	0.657	CDI85107.1	XP_013439088.1	XP_013248963.1	XP_013335923.1	XP_037878840.1
2	2	1	CDI85111.1	*	*	*	XP_013352548.1
5	5	0.547	CDI84979.1	XP_013438713.1	XP_013251541.1	XP_013335431.1	XP_013350002.1
2	2	1	CDI85135.1	*	*	*	XP_037878311.1
5	5	0.515	CDI85137.1	XP_013440999.1	XP_013246507.1	XP_013333563.1	XP_013352589.1
5	5	0.709	CDI85159.1	XP_013438762.1	XP_013251168.1	XP_013333558.1	XP_013356369.1
5	5	0.792	CDI85186.1	XP_013437654.1	XP_013249512.1	XP_013337318.1	XP_013351074.1
3	3	0.58	CDI85187.1	*	XP_013249513.1	*	XP_013353070.1
2	2	1	CDI85196.1	*	*	*	XP_013356840.1
4	4	0.587	CDI85197.1	*	XP_013249520.1	XP_013334196.1	XP_013352941.1
5	5	0.763	CDI85199.1	XP_013439298.1	XP_013246847.1	XP_013338357.1	XP_013357054.1
5	5	0.675	CDI85200.1	XP_013439299.1	XP_013246848.1	XP_013338358.1	XP_013357055.1
5	5	0.811	CDI85201.1	XP_013439300.1	XP_013246849.1	XP_013338359.1	XP_013357056.1
5	5	0.783	CDI85202.1	XP_013439297.1	XP_013246850.1	XP_013338360.1	XP_013357057.1
4	4	0.564	CDI85219.1	XP_013434814.1	*	XP_013335281.1	XP_013356964.1
5	5	0.73	CDI85226.1	XP_013439483.1	XP_013248338.1	XP_013332636.1	XP_013353280.1
5	5	0.444	CDI85252.1	XP_013434474.1	XP_013249880.1	XP_013333173.1	XP_013353460.1
5	5	0.43	CDI84896.1	XP_013437189.1	XP_013251069.1	XP_013333288.1	XP_013357818.1
3	3	0.558	CDI84828.1	*	*	XP_013335658.1	XP_013354314.1
4	4	0.696	CDI84831.1	XP_013434688.1	*	XP_013337540.1	XP_013357257.1
5	5	0.541	CDI84852.1	XP_013437820.1	XP_013252064.1	XP_013337231.1	XP_037878290.1
5	5	0.74	CDI84853.1	XP_013437823.1	XP_013252065.1	XP_013337232.1	XP_037878289.1
5	5	0.917	CDI84885.1	XP_013437176.1	XP_013251081.1	XP_013333302.1	XP_013357830.1
5	5	0.86	CDI84886.1	XP_013437177.1	XP_013251080.1	XP_013333301.1	XP_013357829.1
4	4	0.809	CDI84887.1	XP_013437178.1	*	XP_013333300.1	XP_013357828.1
5	5	0.842	CDI84888.1	XP_013437179.1	XP_013251078.1	XP_013333298.1	XP_013357827.1
5	5	0.756	CDI84889.1	XP_013437180.1	XP_013251077.1	XP_013333297.1	XP_013357826.1
5	5	0.705	CDI84890.1	XP_013437181.1	XP_013251076.1	XP_013333296.1	XP_013357825.1
5	5	0.518	CDI84892.1	XP_013437184.1	XP_013251074.1	XP_013333294.1	XP_013357823.1
5	5	0.398	CDI84893.1	XP_013437185.1	XP_013251073.1	XP_013333293.1	XP_013357822.1
5	5	0.629	CDI84894.1	XP_013437186.1	XP_013251072.1	XP_013333291.1	XP_013357821.1
5	5	0.53	CDI84895.1	XP_013437187.1	XP_013251071.1	XP_013333290.1	XP_013357820.1
3	3	0.762	CDI83087.1	*	XP_013251528.1	*	XP_013353862.1
4	4	0.616	CDI84899.1	*	XP_013251011.1	XP_013338506.1	XP_013354429.1
4	4	0.911	CDI84901.1	XP_013433299.1	*	XP_013338508.1	XP_013355566.1
5	5	0.663	CDI84902.1	XP_013438434.1	XP_013251009.1	XP_013338509.1	XP_013354431.1
5	5	0.761	CDI84903.1	XP_013438435.1	XP_013251008.1	XP_013338510.1	XP_013354432.1
5	5	0.796	CDI84904.1	XP_013438437.1	XP_013251004.1	XP_013338513.1	XP_013357280.1
5	5	0.816	CDI84905.1	XP_013438456.1	XP_013251003.1	XP_013338514.1	XP_013357281.1
5	5	0.427	CDI84906.1	XP_013438455.1	XP_013251002.1	XP_013338515.1	XP_013357282.1
3	3	0.969	CDI84908.1	*	*	XP_013338518.1	XP_013357284.1
5	5	0.827	CDI84909.1	XP_013438451.1	XP_013250998.1	XP_013338519.1	XP_013357285.1
5	5	0.863	CDI84910.1	XP_013438450.1	XP_013250997.1	XP_013338520.1	XP_013352555.1
2	2	1	CDI84917.1	*	*	*	XP_013352106.1
5	5	0.655	CDI84941.1	XP_013436322.1	XP_013250388.1	XP_013336508.1	XP_013355445.1
5	5	0.519	CDI84954.1	XP_013436423.1	XP_013246963.1	XP_013336011.1	XP_013352472.1
4	4	0.729	CDI84955.1	*	XP_013246962.1	XP_013332732.1	XP_013357877.1
5	5	0.778	CDI81349.1	XP_013435952.1	XP_013252256.1	XP_013337251.1	XP_013353351.1
5	5	0.389	CDI80494.1	XP_013433969.1	XP_013252246.1	XP_013336054.1	XP_013350212.1
4	4	0.684	CDI80700.1	*	XP_013250852.1	XP_013333706.1	XP_013352451.1
3	3	0.603	CDI80761.1	*	*	XP_013338473.1	XP_013357414.1
5	5	0.631	CDI80903.1	XP_013438717.1	XP_013253059.1	XP_013337886.1	XP_013350006.1
5	5	0.793	CDI80948.1	XP_013436858.1	XP_013246930.1	XP_013337662.1	XP_013350963.1
3	3	0.45	CDI80950.1	XP_013436856.1	*	*	XP_013350964.1
4	4	0.361	CDI80954.1	*	XP_013248769.1	XP_013337666.1	XP_013357556.1
4	4	0.515	CDI80955.1	*	XP_013248770.1	XP_013337667.1	XP_013357557.1
5	5	0.422	CDI80957.1	XP_013436851.1	XP_013248772.1	XP_013337670.1	XP_037878953.1
5	5	0.549	CDI80961.1	XP_013435209.1	XP_013247944.1	XP_013335839.1	XP_013352763.1
2	2	1	CDI81071.1	*	*	*	XP_013356240.1
2	2	1	CDI81094.1	*	*	*	XP_013350951.1
5	5	0.748	CDI81095.1	XP_013435317.1	XP_013248343.1	XP_013333259.1	XP_013350950.1
5	5	0.582	CDI81346.1	XP_013437363.1	XP_013252260.1	XP_013337248.1	XP_037877973.1
4	4	0.849	CDI81348.1	*	XP_013252257.1	XP_013337250.1	XP_037878496.1
5	5	0.51	CDI80422.1	XP_013440627.1	XP_013247522.1	XP_013335138.1	XP_013352072.1
5	5	0.869	CDI81351.1	XP_013435950.1	XP_013252254.1	XP_013335032.1	XP_013353353.1
5	5	0.635	CDI81352.1	XP_013435949.1	XP_013252253.1	XP_013335033.1	XP_013353354.1
5	5	0.77	CDI81354.1	XP_013435948.1	XP_013252252.1	XP_013335034.1	XP_013353355.1
5	5	0.523	CDI81356.1	XP_013435946.1	XP_013252250.1	XP_013335036.1	XP_013350642.1
5	5	0.599	CDI81357.1	XP_013439428.1	XP_013249135.1	XP_013336400.1	XP_013353468.1
5	5	0.508	CDI81358.1	XP_013435945.1	XP_013247445.1	XP_013336401.1	XP_013356032.1
5	5	0.531	CDI81359.1	XP_013435944.1	XP_013247444.1	XP_013336402.1	XP_013356071.1
2	2	1	CDI81361.1	*	*	*	XP_013352185.1
2	2	1	CDI81408.1	*	*	*	XP_013355188.1
2	2	1	CDI81526.1	*	*	*	XP_013352473.1
4	4	0.744	CDI81527.1	XP_013440849.1	*	XP_013334849.1	XP_013352475.1
2	2	1	CDI81587.1	*	*	*	XP_013353669.1
5	5	0.647	CDI81602.1	XP_013440436.1	XP_013246597.1	XP_013335210.1	XP_013351466.1
5	5	0.637	CDI81709.1	XP_013441075.1	XP_013253287.1	XP_013336769.1	XP_013354514.1
5	5	0.638	CDI80308.1	XP_013432930.1	XP_013247460.1	XP_013333956.1	XP_013350057.1
5	5	0.742	CDI79538.1	XP_013435489.1	XP_013251413.1	XP_013333883.1	XP_013353012.1
5	5	0.74	CDI79540.1	XP_013433607.1	XP_013251411.1	XP_013333887.1	XP_013352037.1
5	5	0.788	CDI79544.1	XP_013437918.1	XP_013251407.1	XP_013333891.1	XP_013356115.1
4	4	0.791	CDI79747.1	*	XP_013253077.1	XP_013333741.1	XP_037878160.1
4	4	0.418	CDI79808.1	*	XP_013246868.1	XP_013334563.1	XP_013356479.1
3	3	0.883	CDI79841.1	XP_013435560.1	*	*	XP_013357727.1
4	4	0.545	CDI79980.1	*	XP_013252810.1	XP_013334054.1	XP_013353727.1
5	5	0.798	CDI79981.1	XP_013433731.1	XP_013252811.1	XP_013334055.1	XP_013353726.1
5	5	0.5	CDI79982.1	XP_013433732.1	XP_013252813.1	XP_013334936.1	XP_013353725.1
3	3	0.805	CDI80017.1	*	XP_013249169.1	*	XP_013357306.1
5	5	0.764	CDI80030.1	XP_013436062.1	XP_013251948.1	XP_013333048.1	XP_037878826.1
5	5	0.525	CDI80239.1	XP_013434907.1	XP_013249620.1	XP_013336424.1	XP_013352866.1
5	5	0.494	CDI80302.1	XP_013432932.1	XP_013247463.1	XP_013333959.1	XP_013351803.1
5	5	0.732	CDI80303.1	XP_013432931.1	XP_013247462.1	XP_013333958.1	XP_013350059.1
4	4	0.508	CDI80304.1	*	XP_013247461.1	XP_013333957.1	XP_013350058.1
5	5	0.837	CDI81710.1	XP_013441074.1	XP_013253288.1	XP_013336770.1	XP_013354515.1
5	5	0.433	CDI80310.1	XP_013432929.1	XP_013247459.1	XP_013333955.1	XP_013350056.1
5	5	0.34	CDI80313.1	XP_013432928.1	XP_013247458.1	XP_013333954.1	XP_037878481.1
5	5	0.773	CDI80324.1	XP_013432936.1	XP_013247457.1	XP_013333953.1	XP_037878482.1
4	4	0.346	CDI80328.1	XP_013432925.1	XP_013247456.1	*	XP_037878483.1
5	5	0.606	CDI80331.1	XP_013432927.1	XP_013247455.1	XP_013333951.1	XP_013350141.1
4	4	0.809	CDI80335.1	XP_013432926.1	*	XP_013333952.1	XP_013350140.1
5	5	0.555	CDI80344.1	XP_013432921.1	XP_013247454.1	XP_013333950.1	XP_013350142.1
5	5	0.3	CDI80355.1	XP_013437735.1	XP_013247453.1	XP_013333948.1	XP_013350143.1
3	3	0.624	CDI80363.1	*	*	XP_013334648.1	XP_013351879.1
5	5	0.678	CDI80364.1	XP_013439922.1	XP_013250496.1	XP_013334647.1	XP_013351880.1
2	2	1	CDI80393.1	*	*	*	XP_013352714.1
5	5	0.802	CDI80419.1	XP_013440624.1	XP_013247519.1	XP_013337555.1	XP_013352069.1
5	5	0.814	CDI80420.1	XP_013440625.1	XP_013247520.1	XP_013337556.1	XP_013352070.1
5	5	0.563	CDI80421.1	XP_013440626.1	XP_013247521.1	XP_013337557.1	XP_013352071.1
5	5	0.83	CDI82617.1	XP_013433787.1	XP_013249963.1	XP_013334979.1	XP_037878683.1
5	5	0.672	CDI82227.1	XP_013435831.1	XP_013251290.1	XP_013336091.1	XP_013356084.1
2	2	1	CDI82229.1	*	*	*	XP_013352721.1
5	5	0.776	CDI82270.1	XP_013440994.1	XP_013247415.1	XP_013338305.1	XP_013352435.1
5	5	0.776	CDI82271.1	XP_013440993.1	XP_013247416.1	XP_013338304.1	XP_013352434.1
5	5	0.629	CDI82305.1	XP_013434479.1	XP_013251446.1	XP_013333177.1	XP_013353463.1
5	5	0.793	CDI82327.1	XP_013440286.1	XP_013251016.1	XP_013333631.1	XP_037878310.1
5	5	0.604	CDI82348.1	XP_013436620.1	XP_013247714.1	XP_013335638.1	XP_037878145.1
4	4	0.582	CDI82396.1	XP_013432721.1	*	XP_013334568.1	XP_013354130.1
5	5	0.663	CDI82479.1	XP_013439767.1	XP_013246811.1	XP_013334136.1	XP_013355342.1
4	4	0.84	CDI82517.1	*	XP_013249462.1	XP_013332583.1	XP_013351700.1
2	2	1	CDI82555.1	*	*	*	XP_013352539.1
2	2	1	CDI82559.1	*	*	*	XP_013353555.1
5	5	0.549	CDI82612.1	XP_013433791.1	XP_013249967.1	XP_013336393.1	XP_037878581.1
5	5	0.883	CDI82614.1	XP_013433789.1	XP_013249965.1	XP_013336391.1	XP_037878681.1
5	5	0.443	CDI82616.1	XP_013433788.1	XP_013249964.1	XP_013336390.1	XP_037878682.1
5	5	0.722	CDI82221.1	XP_013440186.1	XP_013250931.1	XP_013335545.1	XP_037878222.1
5	5	0.551	CDI82618.1	XP_013433786.1	XP_013249962.1	XP_013334978.1	XP_037878684.1
5	5	0.759	CDI82647.1	XP_013435393.1	XP_013252731.1	XP_013337104.1	XP_037879152.1
5	5	0.493	CDI82661.1	XP_013432581.1	XP_013249605.1	XP_013336208.1	XP_013353845.1
5	5	0.777	CDI82664.1	XP_013432584.1	XP_013249602.1	XP_013336205.1	XP_013349668.1
5	5	0.686	CDI82712.1	XP_013439848.1	XP_013248896.1	XP_013333934.1	XP_037878270.1
4	4	0.582	CDI82714.1	XP_013439849.1	XP_013248895.1	*	XP_037878271.1
5	5	0.635	CDI82775.1	XP_013436775.1	XP_013250167.1	XP_013335864.1	XP_013353250.1
5	5	0.782	CDI82778.1	XP_013436777.1	XP_013250163.1	XP_013335868.1	XP_013357092.1
5	5	0.617	CDI82780.1	XP_013436780.1	XP_013250161.1	XP_013335870.1	XP_013349880.1
5	5	0.739	CDI82781.1	XP_013436781.1	XP_013250160.1	XP_013335871.1	XP_013349879.1
5	5	0.693	CDI82782.1	XP_013436782.1	XP_013250159.1	XP_013335872.1	XP_013350607.1
5	5	0.446	CDI82848.1	XP_013440412.1	XP_013252290.1	XP_013337392.1	XP_013353827.1
2	2	1	CDI82960.1	*	*	*	XP_037879103.1
5	5	0.642	CDI83047.1	XP_013434668.1	XP_013252007.1	XP_013337782.1	XP_013350089.1
4	4	0.546	CDI81779.1	XP_013436043.1	XP_013252780.1	*	XP_037879190.1
5	5	0.75	CDI81748.1	XP_013440165.1	XP_013247647.1	XP_013336707.1	XP_037878153.1
5	5	0.77	CDI81749.1	XP_013440166.1	XP_013248758.1	XP_013336706.1	XP_037878152.1
5	5	0.8	CDI81751.1	XP_013440168.1	XP_013247646.1	XP_013336704.1	XP_037878626.1
5	5	0.737	CDI81754.1	XP_013440170.1	XP_013247643.1	XP_013336701.1	XP_013352110.1
5	5	0.544	CDI81756.1	XP_013440172.1	XP_013246640.1	XP_013336699.1	XP_013352109.1
5	5	0.32	CDI81757.1	XP_013440174.1	XP_013252213.1	XP_013336697.1	XP_013354243.1
3	3	0.589	CDI81759.1	*	*	XP_013336696.1	XP_013354242.1
5	5	0.744	CDI81765.1	XP_013440175.1	XP_013252212.1	XP_013336695.1	XP_013354241.1
4	4	0.577	CDI81766.1	XP_013440176.1	*	XP_013336694.1	XP_013354240.1
5	5	0.83	CDI81768.1	XP_013440179.1	XP_013252208.1	XP_013336690.1	XP_013357519.1
5	5	0.596	CDI81771.1	XP_013440180.1	XP_013246516.1	XP_013336687.1	XP_013354758.1
5	5	0.459	CDI81776.1	XP_013436045.1	XP_013252778.1	XP_013338587.1	XP_037879187.1
3	3	0.63	CDI81777.1	XP_013436041.1	*	*	XP_037879188.1
5	5	0.618	CDI81778.1	XP_013436044.1	XP_013252779.1	XP_013337469.1	XP_037879189.1
5	5	0.577	CDI85279.1	XP_013434306.1	XP_013252618.1	XP_013335906.1	XP_013356724.1
5	5	0.577	CDI81780.1	XP_013436042.1	XP_013252782.1	XP_013337468.1	XP_037879191.1
5	5	0.768	CDI81783.1	XP_013436038.1	XP_013252784.1	XP_013337466.1	XP_037879193.1
5	5	0.918	CDI81784.1	XP_013436049.1	XP_013252788.1	XP_013337462.1	XP_013357599.1
5	5	0.685	CDI81789.1	XP_013436048.1	XP_013252786.1	XP_013337464.1	XP_013357597.1
5	5	0.778	CDI81793.1	XP_013436024.1	XP_013252793.1	XP_013337461.1	XP_013357600.1
4	4	0.652	CDI81796.1	XP_013436023.1	XP_013252792.1	*	XP_013357601.1
4	4	0.446	CDI81973.1	*	XP_013247317.1	XP_013337258.1	XP_037878542.1
5	5	0.526	CDI82089.1	XP_013435887.1	XP_013251234.1	XP_013334161.1	XP_013352432.1
2	2	1	CDI82113.1	*	*	*	XP_013356283.1
2	2	1	CDI82215.1	*	*	*	XP_013351607.1
5	5	0.548	CDI82216.1	XP_013440189.1	XP_013250905.1	XP_013335548.1	XP_037878216.1
5	5	0.653	CDI82218.1	XP_013440188.1	XP_013250929.1	XP_013335547.1	XP_037878219.1
3	3	0.922	CDI82219.1	*	XP_013250930.1	*	XP_037878220.1
3	3	0.739	CDI82220.1	XP_013440187.1	*	*	XP_037878221.1
5	5	0.316	CDI86318.1	XP_013439722.1	XP_013250268.1	XP_013333085.1	XP_013355360.1
5	5	0.713	CDI86262.1	XP_013440879.1	XP_013250701.1	XP_013335325.1	XP_013353338.1
5	5	0.659	CDI86263.1	XP_013440880.1	XP_013250700.1	XP_013335326.1	XP_013353339.1
4	4	0.863	CDI86264.1	XP_013440877.1	XP_013250699.1	*	XP_013353340.1
5	5	0.562	CDI86265.1	XP_013440876.1	XP_013250698.1	XP_013335328.1	XP_013353341.1
2	2	1	CDI86266.1	*	*	*	XP_013353342.1
5	5	0.717	CDI86267.1	XP_013438709.1	XP_013250696.1	XP_013335491.1	XP_013353344.1
